problem,label
trong chuyển động ném ngang gia tốc vật tại vị trí bất kỳ luôn có đặc điểm là hướng theo a phương ngang cùng chiều chuyển động b phương ngang ngược chiều chuyển động c phương thẳng đứng chiều từ dưới lên trên d phương thẳng đứng chiều từ trên xuống dưới,chuyển động ném xiên
trong dưới động ném ngang gia tốc của vật tại vị bất kỳ luôn có đặc điểm là hướng theo a phương ngang cùng chiều chuyển động b phương ngược chiều chuyển động c phương thẳng đứng chiều từ dưới lên trên d phương thẳng đứng chiều từ trên xuống chuyển,chuyển động ném xiên
 phi công lái  máy bay trực thăng đang lên thẳng đứng với vận tốc không đổi đột nhiên trong khi bốc thẳng lên phi công làm rơi  cây bút ra cửa sổ bỏ qua sức cản của không khí cây bút sẽ a cây bút chuyển động sang phương ngang rồi rơi xuống nhanh dần b hoàn toàn không đi lên  ngay lập tức bắt đầu đi xuống đất c di chuyển xuống với vận tốc không đổi d ban đầu bay lên với vận tốc sau đó tốc độ giảm dần  dừng lại  cuối cùng đi xuống với tốc độ tăng dần,chuyển động ném xiên
phi công lái bay trực thăng đang thẳng với vận tốc không đổi đột nhiên trong khi bốc thẳng với phi công làm rơi cây ra cửa sổ bỏ qua cản của không khí bút cây bút chuyển động sang phương ngang rồi rơi xuống nhanh dần b toàn không đi lên ngay lập tức bắt đầu đi xuống đất c di chuyển xuống với tốc không đổi d ban đầu bay lên lên tốc sau đó tốc độ giảm dần dừng lại cuối cùng đi xuống với tốc độ tăng dần,chuyển động ném xiên
phi công lái máy bay trực đang thẳng đứng với vận tốc không đổi đột nhiên trong khi bốc thẳng lên phi công làm rơi cây ra cửa sổ bỏ qua sức cản của không khí sẽ cây bút động sang phương ngang rơi xuống nhanh dần b hoàn toàn không đi lên ngay lập tức bắt đầu đi xuống đất c di xuống với vận tốc không đổi d bút đầu bay lên với vận tốc sau đó tốc độ giảm dần dừng lại cuối cùng đi xuống với tốc độ tăng dần,chuyển động ném xiên
 pháo sáng được thả ra từ máy bay đang bay đều theo phương thẳng nằm ngang bỏ qua sức cản của không khí pháo sáng sẽ chuyển động ra sao a bay phía sau máy bay trên cùng mặt ngang b giữ thẳng đứng dưới máy bay c di chuyển phía trước máy bay trên cùng mặt ngang d phụ thuộc o độ nhanh theo mặt ngang của máy bay,chuyển động ném xiên
pháo sáng được thả ra từ máy bay đang bay đều theo thẳng nằm ngang bỏ qua sức cản của không khí pháo sáng sẽ chuyển động ra sao a bay phía sau bay cùng mặt ngang b giữ thẳng đứng máy bay c di chuyển phía trước máy trên cùng d ngang mặt phụ o nhanh theo mặt ngang của máy bay,chuyển động ném xiên
pháo sáng được thả ra từ giữ bay bay đều theo phương thẳng nằm ngang bỏ qua sức của không khí pháo sáng sẽ chuyển động ra sao a bay phía sau máy bay trên cùng mặt ngang b máy thẳng đứng dưới máy bay c di chuyển phía trước máy bay trên cùng d phụ thuộc o độ nhanh theo mặt ngang của máy bay,chuyển động ném xiên
 vật được ném theo phương ngang từ độ cao h so với mặt đất chọn hệ quy chiếu oxy tại mặt đất thì phương trình quỹ đạo nào sau đây là đúng a y = x - h b y = 1 2 g t^2 c y = -1 2 g t^2 d y = h - 1 2 g t^2,chuyển động ném xiên
vật được ném theo phương ngang từ độ cao h quy với mặt đất chọn hệ so tại mặt đất thì phương trình quỹ đạo nào đây là đúng a = x - h b y 1 2 g t^2 c y = -1 2 g d y = h - 1 2 g t^2,chuyển động ném xiên
vật được a theo phương ngang từ độ cao h với đất chọn hệ quy chiếu oxy tại mặt đất thì phương trình quỹ đạo nào sau đây là đúng ném y x - h b y = 2 g c y -1 2 g t^2 d y = h - 1 2 g t^2,chuyển động ném xiên
 vật được ném ngang từ độ cao h với vận tốc nào đó bỏ qua sức cản của không khí thời gian vật rơi đến mặt đất t là a t =      2h g b t = 2h g c t = h 2g d t = h g,chuyển động ném xiên
vật được ném ngang từ độ cao h với vận tốc nào đó bỏ qua sức cản của thời gian vật đến mặt đất t là a t = 2h g b t c 2h g = t = h 2g d t = h g,chuyển động ném xiên
vật được ném ngang độ cao h với vận tốc nào bỏ qua sức cản của không khí thời vật rơi đến mặt t là a t = 2h g b t = g g c t = h 2g d = h 2h,chuyển động ném xiên
tầm xa của vật trên s là,chuyển động ném xiên
tầm vật của xa trên s là,chuyển động ném xiên
tầm xa của vật s là,chuyển động ném xiên
 vật được ném ngang với vận tốc v_0 = 30 m s ở độ cao h = 80 m lấy g = 10 m s² tầm bay xa  vận tốc của vật khi chạm đất là,chuyển động ném xiên
vật ngang ném được vận tốc v_0 = 30 m s ở độ cao h = 80 m lấy = 10 m s² tầm bay xa vận tốc của vật khi chạm đất là,chuyển động ném xiên
được ném ngang với vận tốc v_0 = 30 m s ở cao h = 80 m g 10 m s² tầm bay xa vận tốc của vật chạm đất lấy,chuyển động ném xiên
 viên đạn được bắn theo phương nằm ngang từ  khẩu súng đặt ở độ cao 20 m so với mặt đất tốc độ của đạn lúc vừa ra khỏi nòng súng là 300 m s lấy g = 10 m s² điểm đạn rơi xuống cách điểm bắn theo phương ngang là,chuyển động ném xiên
viên ngang được bắn theo phương đạn từ khẩu súng đặt ở độ cao 20 so mặt đất tốc độ của đạn lúc vừa ra khỏi nòng là 300 m s lấy g = 10 m s² điểm đạn rơi xuống cách điểm bắn theo phương ngang là,chuyển động ném xiên
viên đạn được theo phương nằm ngang từ khẩu súng đặt ở 20 m so với mặt đất độ của đạn lúc khỏi nòng súng là vừa m s lấy g = 10 m s² điểm đạn rơi xuống cách điểm bắn phương ngang là,chuyển động ném xiên
ném  vật nhỏ theo phương ngang với vận tốc ban đầu là 5 m s tầm xa của vật là 15 m thời gian rơi của vật là,chuyển động ném xiên
ném vật vật theo phương ngang với vận tốc ban đầu là 5 m s tầm xa của là 15 m thời gian rơi của nhỏ là,chuyển động ném xiên
vật nhỏ theo phương ngang đầu vận tốc ban với là m s tầm xa của vật là 15 m thời gian rơi của vật là,chuyển động ném xiên
phương trình quỹ đạo của  vật được ném theo phương nằm ngang có dạng biết g = 98 m s² vận tốc ban đầu của vật là 10,chuyển động ném xiên
phương trình quỹ đạo của vật được phương theo ném nằm ngang có dạng biết = 98 s² vận tốc ban đầu của vật 10,chuyển động ném xiên
phương trình được của vật đạo theo phương nằm ngang có dạng biết = 98 m s² tốc ban đầu của vật là 10,chuyển động ném xiên
ném  vật nhỏ theo phương ngang với vận tốc ban đầu là 5 m s tầm xa của vật là 15 m lấy g = 10 m s² độ cao của vật so với mặt đất là,chuyển động ném xiên
ném vật nhỏ theo phương với vận tốc ban đầu là 5 m xa m vật là 15 m lấy g = 10 của s² cao của vật so với mặt đất là,chuyển động ném xiên
lấy vật nhỏ phương với vận tốc ban đầu là 5 m s xa của vật là 15 m ném g 10 m s² độ cao của so với mặt đất là,chuyển động ném xiên
 vật được ném xiên từ mặt đất lên với vận tốc ban đầu là v_0 = 10 m s theo phương hợp với phương ngang góc 30° cho g = 10 m s² vật đạt đến độ cao cực đại là,chuyển động ném xiên
vật được ném xiên từ mặt đất lên với vận tốc ban đầu là v_0 = 10 m s theo phương hợp với phương ngang góc 30° cho g = m s² vật đến đạt cao cực là,chuyển động ném xiên
được ném xiên từ mặt đất lên với vận tốc ban đầu là v_0 = 10 m s độ hợp với phương ngang góc 30° cho g = 10 s² vật đạt đến theo cao cực đại là,chuyển động ném xiên
 vật được ném xiên từ mặt đất lên với vận tốc ban đầu là v_0 = 10 m s theo phương hợp với phương ngang góc 30° cho g = 10 m s² tính tầm bay xa của vật,chuyển động ném xiên
vật được xiên từ mặt đất lên với vận tốc ban đầu là v_0 m s cho phương hợp với phương góc 30° theo g = 10 s² tính tầm bay xa của vật,chuyển động ném xiên
vật được xiên từ mặt đất lên với vận tốc đầu là 10 m s theo phương hợp với phương góc 30° cho g 10 = m s² tính tầm bay xa của,chuyển động ném xiên
khi đẩy tạ muốn quả tạ bay xa nhất thì người vận động viên phải ném tạ hợp với phương ngang  góc,chuyển động ném xiên
khi đẩy tạ muốn quả tạ bay nhất thì người vận viên động phải ném tạ với phương ngang góc,chuyển động ném xiên
khi tạ quả tạ bay nhất thì người vận động viên phải hợp tạ ném với phương ngang góc,chuyển động ném xiên
 quả bóng được ném theo phương ngang với vận tốc đầu v_0 = 20 m s  rơi xuống đất sau 3 s lấy g = 10 m s²  bỏ qua sức cản của không khí quả bóng được ném từ độ cao,chuyển động ném xiên
quả bóng ném theo phương ngang với vận tốc đầu v_0 = 20 m s rơi xuống đất sau 3 s lấy g = 10 m s² qua sức cản của không từ quả được ném khí độ cao,chuyển động ném xiên
quả bóng được ném theo ngang với vận tốc đầu v_0 = 20 m s rơi đất sau độ s g = 10 m s² bỏ qua sức cản của không khí quả bóng ném từ 3 cao,chuyển động ném xiên
 vật được ném ngang từ độ cao h = 9 m vật bay xa 18 m lấy g = 10 m s² vật được ném với vận tốc ban đầu là,chuyển động ném xiên
vật được ném ngang xa độ cao h = m vật bay từ 18 lấy g = 10 m vật ném với vận tốc ban đầu,chuyển động ném xiên
vật được ném ngang độ cao h = 9 m vật bay từ 18 m lấy g = m s² vật được ném với tốc ban đầu là,chuyển động ném xiên
 quả bóng được ném theo phương ngang với vận tốc đầu có độ lớn là v_0 = 20 m s từ độ cao 45 m  rơi xuống đất sau 3 s hỏi tầm bay xa theo phương ngang của quả bóng bằng bao nhiêu lấy g = 10 m s²  bỏ qua sức cản của không khí,chuyển động ném xiên
bóng được ném phương ngang với vận tốc đầu độ lớn là v_0 = 20 s từ độ cao 45 m xuống đất sau s hỏi tầm bay phương theo xa ngang của quả bóng bằng bao nhiêu lấy g = 10 m s² qua sức cản của không khí,chuyển động ném xiên
quả bóng được ném theo phương ngang với vận tốc đầu lớn có là v_0 = 20 m s từ độ cao 45 m rơi xuống 3 s hỏi tầm bay xa theo phương của quả bằng bao nhiêu lấy g = 10 m s² bỏ qua sức cản của không khí,chuyển động ném xiên
 hòn bi lăn dọc theo  cạnh của  mặt bàn hình chữ nhật nằm ngang cao h = 125 m khi ra khỏi mép bàn nó rơi xuống nền nhà tại điểm cách mép bàn l = 150 m theo phương ngang lấy g = 10 m s² thời gian rơi của bi là,chuyển động ném xiên
hòn bi lăn theo cạnh của mặt bàn hình chữ nhật nằm ngang cao h = 125 m khi ra 150 mép bàn nó rơi xuống nền mái nhà tại điểm cách mép = khỏi m theo phương ngang lấy g = 10 s² thời gian rơi của bi là,chuyển động ném xiên
hòn bi lăn dọc theo cạnh mặt bàn hình chữ nhật nằm ngang cao h = 125 m khi ra khỏi mép bàn nó xuống nền mái nhà tại điểm cách của l = 150 m theo phương ngang lấy g = 10 m s² thời gian mép bi là,chuyển động ném xiên
 vật được ném ngang từ độ cao h = 9 m vận tốc ban đầu có độ lớn là v_0 tầm xa của vật 18 m tính v_0 lấy g = 10 m s²,chuyển động ném xiên
vật ném ngang tính độ cao = 9 vận tốc ban đầu có độ lớn v_0 tầm xa của vật 18 m từ v_0 lấy = 10 m s²,chuyển động ném xiên
vật được ném ngang từ độ cao h = 9 m vận tốc đầu có độ lớn tính v_0 tầm xa của vật 18 m là v_0 lấy g = 10 m s²,chuyển động ném xiên
cho hai vật a  b ban đầu nằm yên tại cùng độ cao  không cùng  vị trí tại thời điểm ban đầu vật thứ nhất a được thả rơi tự do  vật thứ hai b thì ném ngang sau thời điểm t = 0 cả hai vật chuyển động tự do vật nào chạm đất trước tiên,chuyển động ném xiên
cho hai vật a b ban đầu nằm yên tại hai độ cao không cùng vị trí tại điểm ban vật nhất a được thả rơi do vật thứ cùng b thì ném ngang sau thời điểm t 0 cả hai vật động tự do vật nào chạm đất trước tiên,chuyển động ném xiên
cho hai vật a b ban đầu nằm tại cùng cao không cùng trí tại thời điểm ban đầu vật thứ nhất a được tự do vật thứ hai b thì ném ngang thời điểm t 0 cả hai vật chuyển tự do vật nào chạm đất,chuyển động ném xiên
 quả bóng được ném theo phương ngang với vận tốc đầu từ độ cao 45 m hỏi tầm bay xa của quả bóng bằng bao nhiêu lấy g = 10 m s²  bỏ qua sức cản của không khí,chuyển động ném xiên
quả bóng ném theo phương ngang với xa tốc đầu từ độ cao 45 m hỏi tầm bay vận của quả bóng bằng bao lấy g 10 m s² bỏ qua sức của không khí,chuyển động ném xiên
quả bóng được ném theo phương ngang với vận tốc đầu từ độ cao 45 m hỏi tầm bay bỏ của quả bóng bằng bao nhiêu lấy g = 10 m s² xa qua sức cản của không khí,chuyển động ném xiên
 hòn bi lăn dọc theo  cạnh của  mặt bàn hình chữ nhật nằm ngang cao h = 125 m khi ra khỏi mép bàn nó rơi xuống nền nhà tại điểm cách mép bàn là 15 m theo phương ngang lấy g = 10 m s² thời gian rơi của bi là,chuyển động ném xiên
bi lăn dọc cạnh của mặt bàn chữ nhật nằm cao h = 125 m khi 15 khỏi mép bàn nó rơi xuống nền căn nhà tại điểm cách mép bàn là ra m theo phương ngang g = 10 m s² thời gian rơi của bi là,chuyển động ném xiên
hòn bi lăn dọc theo cạnh của mặt bàn hình chữ nhật s² ngang h = 125 m khi ra khỏi mép bàn nó xuống nền mái nhà tại điểm cách mép bàn là 15 m theo phương ngang lấy g = 10 m nằm thời gian rơi của bi là,chuyển động ném xiên
 hòn bi lăn dọc theo  cạnh của  mặt bàn hình chữ nhật nằm ngang cao h = 125 m khi ra khỏi mép bàn nó rơi xuống nền nhà tại điểm cách mép bàn là 15 m theo phương ngang lấy g = 10 m s² tốc độ của viên bi lúc rơi khỏi bàn là,chuyển động ném xiên
hòn bi lăn dọc theo cạnh của mặt bàn 125 chữ nhật nằm ngang cao h hình m khi ra khỏi mép bàn rơi xuống nền mái nhà tại điểm cách mép bàn là 15 m theo phương ngang lấy g = 10 m s² tốc độ của viên bi lúc rơi khỏi bàn,chuyển động ném xiên
hòn bi lăn dọc theo cạnh của mặt nhật nằm ngang cao = khi ra khỏi mép nó rơi xuống nền ngôi nhà tại điểm cách mép bàn là 15 m bàn lấy g = 10 m s² tốc độ của viên bi lúc rơi khỏi bàn là,chuyển động ném xiên
 hòn bi lăn dọc theo  cạnh của  mặt bàn hình chữ nhật nằm ngang cao h = 125 m khi ra khỏi mép bàn nó rơi xuống nền nhà tại điểm cách mép bàn là 15 m theo phương ngang lấy g = 10 m s² xác định vận tốc khi chạm đất,chuyển động ném xiên
hòn rơi lăn theo của mặt bàn hình chữ nhật nằm ngang cao h = 125 m khi ra khỏi mép bàn nó bi xuống căn nhà tại điểm mép bàn là 15 m theo phương ngang lấy g = 10 s² xác định vận tốc khi chạm đất,chuyển động ném xiên
hòn bi lăn dọc theo cạnh mặt bàn hình chữ mép nằm ngang cao 125 khi ra khỏi nhật bàn rơi xuống nền ngôi nhà tại điểm mép bàn là 15 m theo phương ngang lấy g = 10 m s² xác vận tốc khi chạm đất,chuyển động ném xiên
từ đỉnh  ngọn tháp cao 80 m  quả cầu được ném theo phương ngang với vận tốc đầu 20 m s viết phương trình tọa độ của quả cầu xác định tọa độ của quả cầu sau khi ném 2 s,chuyển động ném xiên
từ đỉnh ngọn tháp 80 m quả cầu được ném theo phương ngang với tốc đầu 20 m s viết phương trình tọa vận quả cầu xác tọa độ của quả cầu sau khi 2 s,chuyển động ném xiên
từ ném ngọn tháp cao 80 m quả cầu được đỉnh theo phương ngang với vận tốc đầu 20 m viết phương trình tọa độ của quả cầu xác định tọa độ của quả cầu sau khi ném 2 s,chuyển động ném xiên
từ đỉnh  ngọn tháp cao 80 m  quả cầu được ném theo phương ngang với vận tốc đầu 20 m s viết phương trình quỹ đạo của quả cầu quỹ đạo này là đường gì,chuyển động ném xiên
từ đỉnh ngọn tháp cao 80 m cầu được gì theo phương ngang với vận tốc đầu 20 m s viết phương quỹ của quả cầu quỹ đạo này là đường ném,chuyển động ném xiên
từ đỉnh tháp cao trình m quả cầu được ném theo phương ngang với vận tốc đầu 20 m s viết phương 80 quỹ đạo của quả cầu quỹ đạo này là đường gì,chuyển động ném xiên
từ đỉnh  ngọn tháp cao 80 m  quả cầu được ném theo phương ngang với vận tốc đầu 20 m s quả cầu chạm đất ở vị trí nào vận tốc quả cầu khi chạm đất là bao nhiêu,chuyển động ném xiên
từ đỉnh ngọn 80 vận quả cầu được ném theo phương ngang với vận tốc đầu 20 s quả cầu chạm đất ở trí nào m tốc quả khi chạm đất là bao nhiêu,chuyển động ném xiên
từ đỉnh ngọn tháp cao 80 quả cầu được ném theo phương ngang với vận tốc đầu 20 m s quả cầu chạm m vị trí nào vận tốc quả cầu khi chạm là bao nhiêu,chuyển động ném xiên
từ độ cao 75 m  quả cầu được ném xiên góc α = 45° so với phương ngang với vận tốc 10 m s viết phương trình quỹ đạo của quả cầu  cho biết quả cầu chạm đất ở vị trí nào,chuyển động ném xiên
từ độ 75 m quả cầu được ném xiên góc α = 45° so với phương ngang với 10 m s viết phương trình quỹ đạo của quả cầu biết cho quả cầu chạm đất ở vị trí nào,chuyển động ném xiên
từ độ cao trí m quả cầu được ném xiên góc α 45° so với phương ngang vận m s viết phương trình quỹ đạo của cầu cho biết quả cầu chạm đất ở vị 75 nào,chuyển động ném xiên
 quả bóng được ném theo phương ngang với vận tốc đầu  rơi xuống đất sau 4 s hỏi quả bóng được ném từ độ cao nào lấy g = 10 m s²  bỏ qua sức cản của không khí,chuyển động ném xiên
quả bóng được theo phương ngang với vận tốc đầu xuống rơi đất sau s hỏi quả bóng được ném từ độ cao nào lấy g = 10 m s² bỏ qua sức cản của không khí,chuyển động ném xiên
quả bóng được ném phương ngang với vận tốc đầu xuống đất sau 4 s hỏi quả bóng được ném từ của cao nào lấy g = m s² bỏ qua sức độ không khí,chuyển động ném xiên
 vật được ném ngang từ độ cao 9 m với vận tốc ban đầu v_0 vật bay xa cách vị trí ném  khoảng 18 m tính vận tốc ban đầu v_0 lấy g = 10 m s²,chuyển động ném xiên
vật ném khoảng từ độ cao 9 m với vận tốc ban đầu v_0 vật xa cách vị trí ném ngang m tính vận tốc ban đầu v_0 lấy g = 10 m s²,chuyển động ném xiên
được ném ngang từ độ cao 9 m 18 vận tốc ban đầu v_0 vật bay xa cách vị trí ném khoảng với m tính vận tốc ban v_0 g = 10 m,chuyển động ném xiên
 quả banh được người chơi gôn đánh đi với vận tốc ban đầu là v_0 hợp với phương ngang  góc α quả banh bay về hướng hồ cách đó 100 m hồ rộng 50 m lấy g = 10 m s² thời gian quả banh bay trong không khí là,chuyển động ném xiên
quả banh được tốc đánh đi vận gôn ban đầu là v_0 hợp phương ngang α quả banh bay về hướng cách đó 100 hồ rộng 50 m lấy g 10 m s² thời gian quả banh bay trong không khí là,chuyển động ném xiên
quả banh được người chơi gôn đánh đi với vận tốc ban đầu là v_0 hợp với phương ngang góc α quả banh bay về hướng hồ cách đó 100 m hồ banh 50 m lấy g = 10 m gian quả rộng bay trong không khí là,chuyển động ném xiên
 quả banh được người chơi gôn đánh đi với vận tốc ban đầu là v_0 hợp với phương ngang  góc α quả banh bay về hướng hồ cách đó 100 m hồ rộng 50 m lấy g = 10 m s² độ cao nhất mà quả banh lên được,chuyển động ném xiên
quả banh được người chơi đánh đi với vận tốc ban đầu là hợp với ngang α quả banh về hướng hồ cách đó m hồ rộng 50 lấy g = m m độ cao nhất mà quả banh lên,chuyển động ném xiên
quả banh được người gôn đánh đi với vận tốc ban là v_0 hợp với phương ngang góc α banh bay về hướng hồ cách đó 100 m hồ rộng 50 m lấy g = 10 m s² độ nhất cao quả banh lên được,chuyển động ném xiên
Để tăng tầm xa của vật ném theo phương ngang với sức cản không khí không đáng kể thì biện pháp nào sau đây có hiệu quả nhất A Giảm độ cao điểm ném B tăng độ cao điểm ném C tăng vận tốc ném D Giảm khối lượng vật ném,chuyển động ném xiên
Để tăng tầm xa của vật A theo phương ngang sức cản không khí không đáng kể thì biện nào sau đây có hiệu quả nhất ném Giảm độ cao điểm ném B tăng độ cao ném C tăng vận tốc ném D Giảm lượng vật ném,chuyển động ném xiên
Để tăng tầm xa của vật ném ném phương ngang với sức cản không khí không đáng kể thì biện pháp nào sau đây có hiệu quả nhất A độ cao điểm theo B tăng độ cao điểm C tăng vận tốc ném D khối vật ném,chuyển động ném xiên
từ độ cao 45 m so với mặt đất người ta ném  vật theo phương ngang với vận tốc 40ms Bỏ qua sức cản không khí Lấy g 10 ms2 Vận tốc của vật khi chạm đất là A 20 ms B 50 ms C 60 ms D 30 ms,chuyển động ném xiên
từ độ cao 45 m so với mặt đất người ta ném vật theo phương ngang với vận tốc 40ms Bỏ ms sức cản không khí Lấy g 10 ms2 Vận tốc của vật khi chạm đất là A 20 ms B 50 ms C 60 qua D 30 ms,chuyển động ném xiên
từ độ cao 45 m so mặt đất người ta ném vật theo phương ngang với vận tốc 40ms Bỏ qua sức cản không Lấy g 10 ms2 Vận tốc của khi chạm đất là B 20 ms A 50 ms C 60 ms D 30 ms,chuyển động ném xiên
 vật được ném theo phương ngang với vận tốc v0 10 ms từ độ cao h so với mặt đất Chọn hệ trục tọa độ Oxy sao cho gốc O trùng với vị trí ném Ox theo chiều vận tốc đầu Oy hướng thẳng đứng xuống dưới  gốc thời gian là lúc ném Lấy g 10 ms2 thì phương trình quỹ đạo của vật là A y 01x2 5x B y 005x2 C y 5x D y 10t 5t2,chuyển động ném xiên
được ném theo phương ngang với tốc v0 ms đứng độ h so với mặt đất hệ trục tọa độ Oxy cho gốc O vị trí ném Ox theo chiều vận đầu thẳng từ xuống dưới gốc gian là ném Lấy g 10 ms2 thì phương trình quỹ của vật là 01x2 5x B y 005x2 y 5x D y 10t 5t2,chuyển động ném xiên
vật được ném theo phương ngang với vận tốc v0 10 ms từ độ cao h so với mặt đất Chọn hệ trục tọa độ Oxy sao cho gốc trùng với vị trí ném theo chiều vận tốc đầu Oy hướng B đứng xuống dưới gốc thời gian là lúc ném g 10 ms2 thì phương trình quỹ đạo của vật là A y 01x2 5x y 005x2 C y 5x D y 10t 5t2,chuyển động ném xiên
 quả bóng được ném theo phương ngang với vận tốc đầu có độ lớn là v0 20 ms từ độ cao 45 m hỏi tầm bay xa theo phương ngang của quả bóng bằng bao nhiêu Lấy g 10 ms2  bỏ qua sức cản của không khí A 45 m B 60 m C 90 m D 30 m,chuyển động ném xiên
bóng được ném theo phương ngang với vận tốc đầu có lớn là v0 20 ms từ độ cao 45 m hỏi tầm bay theo phương ngang của quả bằng bao m Lấy g 10 ms2 bỏ qua sức cản của không khí A 45 m B 60 m C 90 m D 30,chuyển động ném xiên
quả bóng được ném theo phương ngang với vận tốc đầu lớn độ có là v0 20 ms từ độ cao 45 m hỏi tầm bay xa theo phương ngang của quả bóng bằng bao nhiêu Lấy g 10 ms2 bỏ qua sức cản của không khí A 45 m B 60 m C m D 30 m,chuyển động ném xiên
 hòn bi lăn dọc theo cạnh bàn của  hình chữ nhật nằm ngang cao 125 m Khi ra khỏi mép bàn nó rơi xuống nền nhà tại điểm cách mép bàn 15 m theo phương ngang Lấy g 10 ms2 thời gian rơi  vận tốc ban đầu của viên bi là A 025s  3 ms B 035s  2 ms C 0125s  2 ms D 05s  3 ms,chuyển động ném xiên
hòn bi lăn theo cạnh bàn hình chữ nằm ngang thời 125 m Khi ra khỏi mép bàn nó rơi xuống nền ngôi nhà tại điểm cách bàn 15 m theo phương ngang Lấy g 10 ms2 cao gian rơi vận tốc ban đầu của viên bi A 025s ms B 035s 2 ms C 0125s 2 ms D 05s 3 ms,chuyển động ném xiên
hòn bi lăn dọc cạnh bàn của chữ nhật nằm ngang m Khi ra khỏi bàn nó rơi xuống 125 mái nhà tại điểm cách mép bàn 15 m theo ngang Lấy g 10 thời rơi vận tốc ban đầu viên bi là A 025s 3 ms B 035s 2 ms C 0125s 2 ms D 05s,chuyển động ném xiên
 quả bóng được ném theo phương ngang với vận tốc ban đầu là v0 20 ms  rơi xuống đất sau 3s hỏi quả bóng được ném từ độ cao nào Biết g 10 ms2  bỏ qua sức cảm của không khí A 45 m B 60 m C 30 m D 80 m,chuyển động ném xiên
quả bóng được ném theo ngang với vận tốc ban đầu là v0 20 ms rơi đất sau 3s hỏi quả bóng được ném từ cao nào Biết g 10 ms2 bỏ qua sức cảm khí A m 45 B 60 m C 30 m D 80 m,chuyển động ném xiên
được phương ngang với vận ban đầu là v0 20 ms rơi sau đất xuống 3s hỏi quả bóng được ném từ độ cao nào Biết g 10 bỏ qua sức cảm của không khí A 45 m B 60 m C 30 m D 80 m,chuyển động ném xiên
 vật được ném ngang từ độ cao 9 m với vận tốc ban đầu là v0 tầm xa của vật là 18 m tính v0 Lấy g 10 ms2 A 10 ms B 316 ms C 19 ms D 134 ms,chuyển động ném xiên
vật được ném 19 từ độ cao 9 m với vận tốc ban là v0 tầm xa của vật là 18 m tính v0 g 10 ms2 A 10 ms B 316 C ngang ms D 134,chuyển động ném xiên
vật ném ngang độ cao 9 m với g tốc ban đầu là v0 tầm xa của vật là 18 m tính v0 Lấy vận 10 ms2 A 10 ms B 316 ms 19 ms 134,chuyển động ném xiên
 vật được ném ngang từ độ cao 5 m tầm xa đạt được là 2 m Lấy g 10 ms2 thì vận tốc ban đầu của vật là A 2 ms B 5 ms C 25 ms D 10 ms,chuyển động ném xiên
tầm được ném ngang từ độ cao 5 m vật xa được là 2 m Lấy g 10 ms2 thì vận tốc ban đầu của vật A 2 ms B 5 ms ms D 10 ms,chuyển động ném xiên
vật được ném ngang độ cao 5 m ms2 xa đạt được là 2 m Lấy g 10 tầm thì vận tốc ban đầu của vật là A 2 ms B 5 ms C 25 D 10 ms,chuyển động ném xiên
hai vật ở cùng độ cao vật 1 được ném ngang với vận tốc đầu v0 Cùng lúc đó thì vật 2 được thả rơi tự do không vận tốc đầu Bỏ qua sức cản của không khí thì lựa chọn nào sau đây là đúng A Vật 1 chạm đất sau vật 2 B Vật 1 chạm đất trước vật 2 C hai vật chạm đất cùng lúc D thời gian rơi phụ thuộc o khối lượng của vật,chuyển động ném xiên
hai vật ở cao vật 1 được ném ngang với vận tốc đầu v0 Cùng lúc đó thì vật 2 được thả rơi tự tốc đầu Bỏ qua sức cản của không khí lựa chọn nào sau đây là đúng A Vật 1 chạm đất sau vật 2 B Vật 1 chạm đất trước vật 2 C hai vật chạm đất cùng D gian rơi phụ khối o thuộc vật,chuyển động ném xiên
hai vật ở cùng độ cao vật 1 được ném với vận tốc đầu v0 Cùng lúc đó thì vật 2 được thả rơi tự do không vận tốc chạm Bỏ qua sức cản của khí thì lựa chọn sau đây là đúng 1 chạm đất sau vật 2 B Vật chạm đất vật 2 C hai đầu đất cùng lúc D thời gian rơi phụ thuộc o lượng của vật,chuyển động ném xiên
 viên đạn được bắn theo phương ngang ở độ cao 180 m phải có vận tốc ban đầu là bao nhiêu để ngay lúc chạm đất có v 100 ms tính tầm ném xa của vật khi chạm đất A 240 m B 480 m C 360 m D 400 m,chuyển động ném xiên
đạn được theo phương ngang ở độ cao 180 m phải có ban đầu là bao để ngay lúc chạm đất bắn v 100 ms tính tầm ném của vật khi chạm đất A m B 480 m C 360 m D 400 m,chuyển động ném xiên
viên đạn được bắn phương ngang ở độ cao 180 m phải có vận tốc ban đầu là bao nhiêu để ngay lúc chạm đất có 100 ms tính tầm ném xa của vật khi chạm đất A 240 m B 480 m C m 360 D 400 m,chuyển động ném xiên
từ độ cao h 80 m người ta ném  quả cầu theo phương nằm ngang với v0 20 ms Xác định vận tốc của quả cầu khi chạm đất Cho rằng sức cản của không khí không đáng kể,chuyển động ném xiên
từ độ cao h 80 m người ta ném quả cầu theo nằm ngang với v0 20 ms Xác định vận tốc của quả cầu khi chạm đất Cho rằng cản của không kể không đáng khí,chuyển động ném xiên
từ độ h 80 m ta ném quả cầu theo phương nằm ngang với v0 20 ms Xác định tốc của quả cầu khi đất chạm Cho rằng sức của không khí không đáng kể,chuyển động ném xiên
